ID,허브,트럭번호,방문순서,방문행정동수,경로거리_km
S39,불광,28,대조동,1,1.75
S39,불광,29,대조동,1,1.75
S39,불광,30,녹번동,1,1.53
S39,불광,31,녹번동,1,1.53
S39,불광,32,응암1동 -> 응암3동 -> 북가좌2동,3,8.45
S39,서울역,1,홍은2동,1,12.67
S39,서울역,2,홍은2동,1,12.67
S39,서울역,3,홍은1동,1,12.26
S39,서울역,4,홍제3동,1,11.35
S39,서울역,5,홍제1동,1,9.6
S39,서울역,6,장충동,1,8.83
S39,서울역,7,신촌동,1,8.76
S39,서울역,8,신촌동,1,8.76
S39,서울역,9,신촌동,1,8.76
S39,서울역,10,신촌동,1,8.76
S39,서울역,11,홍제2동,1,8.21
S39,서울역,12,공덕동 -> 염리동,2,6.57
S39,서울역,13,무악동 -> 홍제1동,2,9.88
S39,서울역,14,사직동,1,5.8
S39,서울역,15,사직동 -> 홍은1동 -> 홍제3동,3,14.71
S39,서울역,16,천연동 -> 신촌동,2,8.76
S39,서울역,17,이태원2동,1,5.34
S39,서울역,18,효창동,1,4.44
S39,서울역,19,공덕동,1,4.38
S39,서울역,20,공덕동,1,4.38
S39,서울역,21,공덕동,1,4.38
S39,서울역,22,명동,1,3.53
S39,서울역,23,명동 -> 교남동,2,6.88
S39,서울역,24,소공동,1,3.37
S39,서울역,25,남영동,1,2.7
S39,서울역,26,중림동,1,2.63
S39,서울역,27,청파동,1,2.32
S39,서울역,28,청파동,1,2.32
S39,서울역,29,후암동,1,2.21
S39,서울역,30,후암동 -> 용산2가동,2,5.57
S39,서울역,31,회현동,1,1.33
S39,서울역,32,회현동,1,1.33
S39,수서,1,양재2동,1,15.97
S39,수서,2,양재2동,1,15.97
S39,수서,3,양재2동 -> 개포4동,2,16.56
S39,수서,4,잠실2동,1,14.03
S39,수서,5,잠실2동,1,14.03
S39,수서,6,개포3동 -> 잠실2동,2,18.11
S39,수서,7,풍납2동,1,13.88
S39,수서,8,풍납2동 -> 삼성2동,2,20.82
S39,수서,9,내곡동 -> 수서동,2,12.8
S39,수서,10,도곡1동,1,13.06
S39,수서,11,개포2동 -> 도곡1동,2,13.76
S39,수서,12,삼성2동,1,12.59
S39,수서,13,삼성2동,1,12.59
S39,수서,14,삼성2동,1,12.59
S39,수서,15,삼성2동,1,12.59
S39,수서,16,역삼2동,1,12.58
S39,수서,17,역삼2동,1,12.58
S39,수서,18,역삼2동,1,12.58
S39,수서,19,대치2동 -> 역삼2동,2,12.58
S39,수서,20,삼성1동,1,10.86
S39,수서,21,삼성1동,1,10.86
S39,수서,22,도곡2동,1,10.83
S39,수서,23,도곡2동,1,10.83
S39,수서,24,도곡2동,1,10.83
S39,수서,25,개포4동,1,10.78
S39,수서,26,개포4동,1,10.78
S39,수서,27,대치4동,1,10.6
S39,수서,28,대치4동,1,10.6
S39,수서,29,잠실4동,1,10.06
S39,수서,30,잠실6동,1,10.01
S39,수서,31,잠실본동 -> 잠실7동,2,9.58
S39,수서,32,대치1동,1,8.95
S39,수서,33,대치1동,1,8.95
S39,수서,34,방이2동,1,8.53
S39,수서,35,방이2동,1,8.53
S39,수서,36,대치2동,1,8.13
S39,수서,37,대치2동,1,8.13
S39,수서,38,대치2동,1,8.13
S39,수서,39,잠실3동,1,7.72
S39,수서,40,잠실3동,1,7.72
S39,수서,41,잠실4동 -> 잠실3동,2,10.74
S39,수서,42,개포2동,1,7.44
S39,수서,43,개포2동,1,7.44
S39,수서,44,잠실본동,1,7.43
S39,수서,45,잠실본동,1,7.43
S39,수서,46,잠실본동,1,7.43
S39,수서,47,송파1동,1,7.07
S39,수서,48,송파1동,1,7.07
S39,수서,49,석촌동,1,5.6
S39,수서,50,석촌동,1,5.6
S39,수서,51,석촌동 -> 삼전동,2,7.0
S39,수서,52,삼전동,1,5.5
S39,수서,53,삼전동,1,5.5
S39,수서,54,세곡동,1,4.36
S39,수서,55,세곡동,1,4.36
S39,수서,56,세곡동,1,4.36
S39,수서,57,일원1동,1,4.34
S39,수서,58,문정2동,1,4.19
S39,수서,59,문정2동,1,4.19
S39,수서,60,문정2동,1,4.19
S39,수서,61,문정2동 -> 세곡동,2,6.41
S39,수서,62,일원본동,1,3.75
S39,수서,63,대치4동 -> 개포1동 -> 일원본동,3,13.65
S39,수서,64,가락1동,1,2.8
S39,수서,65,가락1동,1,2.8
S39,수서,66,수서동,1,0.25
S39,수서,67,가락1동 -> 송파1동 -> 방이2동,3,8.54
S39,신답,1,반포3동,1,18.14
S39,신답,2,잠원동,1,16.36
S39,신답,3,압구정동 -> 청담동,2,14.79
S39,신답,4,잠원동,1,16.36
S39,신답,5,자양4동,1,11.81
S39,신답,6,신사동 -> 잠원동,2,16.93
S39,신답,7,논현2동,1,14.9
S39,신답,8,논현2동,1,14.9
S39,신답,9,논현2동,1,14.9
S39,신답,10,논현2동,1,14.9
S39,신답,11,청담동,1,14.52
S39,신답,12,청담동,1,14.52
S39,신답,13,청담동,1,14.52
S39,신답,14,행당1동,1,4.81
S39,신답,15,신사동,1,14.45
S39,신답,16,신사동,1,14.45
S39,신답,17,자양4동,1,11.81
S39,신답,18,능동 -> 구의2동 -> 장안1동,3,11.95
S39,신답,19,압구정동,1,11.65
S39,신답,20,압구정동,1,11.65
S39,신답,21,압구정동,1,11.65
S39,신답,22,중곡4동,1,11.3
S39,신답,23,중곡4동 -> 중곡1동,2,11.62
S39,신답,24,구의2동,1,10.89
S39,신답,25,성수2가1동,1,10.22
S39,신답,26,성수2가3동,1,9.06
S39,신답,27,성수2가3동,1,9.06
S39,신답,28,성수2가3동,1,9.06
S39,신답,29,성수2가3동,1,9.06
S39,신답,30,성수2가3동,1,9.06
S39,신답,31,성수2가3동,1,9.06
S39,신답,32,성수2가3동,1,9.06
S39,신답,33,성수2가3동,1,9.06
S39,신답,34,성수1가1동 -> 성수2가3동,2,10.98
S39,신답,35,성수1가1동,1,8.83
S39,신답,36,성수1가1동,1,8.83
S39,신답,37,중곡2동,1,8.65
S39,신답,38,능동,1,8.61
S39,신답,39,면목4동,1,8.43
S39,신답,40,중곡3동,1,7.87
S39,신답,41,중곡1동,1,7.86
S39,신답,42,군자동,1,7.73
S39,신답,43,군자동 -> 중곡2동,2,9.63
S39,신답,44,장안2동 -> 송정동,2,9.68
S39,신답,45,종암동,1,7.21
S39,신답,46,종암동,1,7.21
S39,신답,47,전농2동 -> 청량리동 -> 종암동,3,10.18
S39,신답,48,응봉동,1,6.86
S39,신답,49,성수1가2동,1,6.75
S39,신답,50,성수1가2동,1,6.75
S39,신답,51,행당2동,1,5.82
S39,신답,52,장안2동,1,5.65
S39,신답,53,장안2동,1,5.65
S39,신답,54,왕십리2동,1,5.55
S39,신답,55,왕십리2동,1,5.55
S39,신답,56,장안1동,1,5.15
S39,신답,57,장안1동,1,5.15
S39,신답,58,장안1동,1,5.15
S39,신답,59,청량리동,1,5.06
S39,신답,60,행당1동,1,4.81
S39,신답,61,행당2동 -> 반포3동,2,18.7
S39,신답,62,전농2동,1,4.49
S39,신답,63,용답동,1,4.16
S39,신답,64,제기동,1,3.98
S39,신답,65,제기동,1,3.98
S39,신답,66,왕십리도선동,1,3.94
S39,신답,67,왕십리도선동,1,3.94
S39,신답,68,왕십리도선동,1,3.94
S39,신답,69,사근동,1,3.78
S39,신답,70,답십리2동,1,3.28
S39,신답,71,답십리2동,1,3.28
S39,신답,72,마장동,1,2.97
S39,신답,73,마장동,1,2.97
S39,신답,74,전농1동,1,2.61
S39,신답,75,전농1동,1,2.61
S39,신답,76,전농1동,1,2.61
S39,신답,77,답십리1동,1,1.41
S39,신답,78,답십리1동,1,1.41
S39,신설동,1,이화동,1,6.14
S39,신설동,2,정릉3동,1,11.08
S39,신설동,3,돈암2동 -> 정릉2동,2,8.2
S39,신설동,4,숭인2동,1,1.02
S39,신설동,5,한남동,1,12.74
S39,신설동,6,한남동 -> 필동,2,13.02
S39,신설동,7,한남동,1,12.74
S39,신설동,8,평창동,1,16.86
S39,신설동,9,부암동 -> 평창동 -> 돈암1동,3,19.54
S39,신설동,10,정릉4동,1,12.22
S39,신설동,11,용신동,1,1.48
S39,신설동,12,청운효자동,1,11.73
S39,신설동,13,정릉3동,1,11.08
S39,신설동,14,길음1동,1,9.13
S39,신설동,15,길음1동,1,9.13
S39,신설동,16,성북동,1,8.95
S39,신설동,17,삼청동 -> 성북동,2,12.87
S39,신설동,18,옥수동,1,8.61
S39,신설동,19,약수동,1,7.9
S39,신설동,20,정릉1동,1,7.69
S39,신설동,21,혜화동,1,7.49
S39,신설동,22,금호4가동,1,7.4
S39,신설동,23,종로1·2·3·4가동,1,7.22
S39,신설동,24,종로1·2·3·4가동,1,7.22
S39,신설동,25,종로1·2·3·4가동 -> 가회동,2,9.12
S39,신설동,26,금호2·3가동,1,6.76
S39,신설동,27,금호2·3가동,1,6.76
S39,신설동,28,돈암1동,1,6.63
S39,신설동,29,돈암1동,1,6.63
S39,신설동,30,돈암1동,1,6.63
S39,신설동,31,다산동,1,6.6
S39,신설동,32,다산동,1,6.6
S39,신설동,33,돈암2동,1,6.06
S39,신설동,34,청구동,1,5.64
S39,신설동,35,금호1가동 -> 금호4가동 -> 옥수동,3,8.62
S39,신설동,36,광희동,1,5.31
S39,신설동,37,광희동,1,5.31
S39,신설동,38,약수동 -> 다산동 -> 광희동,3,9.04
S39,신설동,39,삼선동,1,4.48
S39,신설동,40,삼선동,1,4.48
S39,신설동,41,동화동,1,4.34
S39,신설동,42,종로5·6가동,1,4.07
S39,신설동,43,신당동,1,3.88
S39,신설동,44,안암동,1,3.65
S39,신설동,45,안암동,1,3.65
S39,신설동,46,신당5동,1,3.31
S39,신설동,47,숭인1동 -> 창신3동 -> 창신2동,3,3.8
S39,신설동,48,황학동,1,2.48
S39,신설동,49,보문동,1,2.47
S39,신설동,50,보문동 -> 정릉4동 -> 동선동,3,12.75
S39,신설동,51,용신동,1,1.48
S39,신설동,52,용신동,1,1.48
S39,신설동,53,용신동,1,1.48
S39,신설동,54,혜화동 -> 을지로동 -> 신당동,3,10.69
S39,신설동,55,숭인2동 -> 창신1동 -> 황학동,3,3.46
S39,신용산,1,이태원1동,1,6.25
S39,신용산,2,이촌2동 -> 용문동,2,6.6
S39,신용산,3,도화동,1,5.88
S39,신용산,4,도화동 -> 원효로1동,2,6.52
S39,신용산,5,서빙고동,1,5.26
S39,신용산,6,원효로2동,1,4.23
S39,신용산,7,이촌1동,1,4.07
S39,신용산,8,한강로동,1,1.04
S39,신용산,9,원효로1동,1,3.17
S39,신용산,10,원효로1동,1,3.17
S39,신용산,11,한강로동,1,1.04
S39,신용산,12,한강로동,1,1.04
S39,신용산,13,한강로동,1,1.04
S39,신용산,14,이촌1동 -> 보광동 -> 서빙고동,3,10.3
S39,양천구청,1,고척2동 -> 신월3동 -> 신정4동,3,11.54
S39,양천구청,2,신정6동,1,1.63
S39,양천구청,3,방화2동,1,21.71
S39,양천구청,4,방화3동,1,21.13
S39,양천구청,5,방화1동,1,17.76
S39,양천구청,6,방화1동,1,17.76
S39,양천구청,7,방화1동 -> 방화2동 -> 가양1동,3,24.33
S39,양천구청,8,공항동,1,17.4
S39,양천구청,9,공항동,1,17.4
S39,양천구청,10,방화3동 -> 공항동 -> 신월2동,3,22.79
S39,양천구청,11,가양1동,1,16.3
S39,양천구청,12,가양1동,1,16.3
S39,양천구청,13,가양1동,1,16.3
S39,양천구청,14,가양1동,1,16.3
S39,양천구청,15,가양1동,1,16.3
S39,양천구청,16,목2동 -> 등촌3동 -> 가양3동 -> 가양2동,4,18.86
S39,양천구청,17,발산1동,1,13.88
S39,양천구청,18,발산1동,1,13.88
S39,양천구청,19,발산1동,1,13.88
S39,양천구청,20,등촌3동,1,13.86
S39,양천구청,21,등촌3동,1,13.86
S39,양천구청,22,가양3동,1,12.57
S39,양천구청,23,염창동,1,11.85
S39,양천구청,24,염창동,1,11.85
S39,양천구청,25,염창동,1,11.85
S39,양천구청,26,화곡6동,1,11.71
S39,양천구청,27,화곡4동 -> 화곡6동 -> 우장산동,3,13.12
S39,양천구청,28,등촌1동,1,11.42
S39,양천구청,29,등촌1동,1,11.42
S39,양천구청,30,항동,1,11.09
S39,양천구청,31,우장산동,1,11.09
S39,양천구청,32,우장산동,1,11.09
S39,양천구청,33,우장산동,1,11.09
S39,양천구청,34,신월5동 -> 신정1동,2,10.9
S39,양천구청,35,화곡3동,1,10.0
S39,양천구청,36,화곡3동,1,10.0
S39,양천구청,37,목2동,1,9.18
S39,양천구청,38,목2동,1,9.18
S39,양천구청,39,수궁동,1,9.17
S39,양천구청,40,화곡본동,1,9.13
S39,양천구청,41,화곡본동,1,9.13
S39,양천구청,42,발산1동 -> 등촌1동 -> 목3동,3,16.8
S39,양천구청,43,오류2동,1,8.75
S39,양천구청,44,오류2동,1,8.75
S39,양천구청,45,등촌2동,1,8.48
S39,양천구청,46,등촌2동,1,8.48
S39,양천구청,47,목3동,1,8.43
S39,양천구청,48,신월1동,1,8.39
S39,양천구청,49,신월7동,1,7.85
S39,양천구청,50,화곡1동,1,7.78
S39,양천구청,51,화곡1동,1,7.78
S39,양천구청,52,화곡1동,1,7.78
S39,양천구청,53,화곡8동 -> 화곡1동,2,8.29
S39,양천구청,54,화곡8동,1,7.12
S39,양천구청,55,화곡2동,1,7.07
S39,양천구청,56,화곡4동,1,6.91
S39,양천구청,57,목5동,1,6.87
S39,양천구청,58,목5동,1,6.87
S39,양천구청,59,목5동,1,6.87
S39,양천구청,60,목5동 -> 염창동,2,12.66
S39,양천구청,61,목4동,1,6.45
S39,양천구청,62,화곡본동 -> 화곡2동 -> 목4동,3,10.62
S39,양천구청,63,오류1동,1,6.05
S39,양천구청,64,신월4동,1,6.03
S39,양천구청,65,신정3동,1,5.2
S39,양천구청,66,신정3동,1,5.2
S39,양천구청,67,신정3동,1,5.2
S39,양천구청,68,개봉1동 -> 오류2동 -> 항동 -> 수궁동,4,13.43
S39,양천구청,69,목1동,1,5.14
S39,양천구청,70,목1동,1,5.14
S39,양천구청,71,목1동 -> 신정2동,2,5.33
S39,양천구청,72,신월2동,1,4.99
S39,양천구청,73,개봉1동,1,4.58
S39,양천구청,74,개봉1동,1,4.58
S39,양천구청,75,신정4동,1,3.78
S39,양천구청,76,신정4동,1,3.78
S39,양천구청,77,고척2동,1,3.3
S39,양천구청,78,고척2동,1,3.3
S39,양천구청,79,신정2동,1,3.22
S39,양천구청,80,신정1동,1,2.22
S39,양천구청,81,신정3동 -> 신월6동,2,6.2
S39,양천구청,82,신정7동,1,2.14
S39,양천구청,83,신정7동 -> 오류1동,2,6.76
S39,양천구청,84,신정6동,1,1.63
S39,오금,1,강일동,1,19.84
S39,오금,2,강일동,1,19.84
S39,오금,3,고덕2동,1,16.95
S39,오금,4,상일2동 -> 강일동,2,21.44
S39,오금,5,상일1동,1,14.34
S39,오금,6,상일1동,1,14.34
S39,오금,7,명일2동 -> 상일1동,2,14.6
S39,오금,8,명일2동,1,12.59
S39,오금,9,천호1동,1,11.12
S39,오금,10,천호1동 -> 고덕2동,2,17.78
S39,오금,11,천호3동,1,9.94
S39,오금,12,천호3동,1,9.94
S39,오금,13,길동,1,9.72
S39,오금,14,길동,1,9.72
S39,오금,15,길동,1,9.72
S39,오금,16,둔촌2동,1,8.57
S39,오금,17,둔촌2동 -> 둔촌1동,2,9.75
S39,오금,18,오륜동,1,3.61
S39,오금,19,오금동,1,1.85
S39,오금,20,오금동,1,1.85
S39,오금,21,오금동 -> 오륜동,2,4.55
S39,창동,1,창4동,1,1.46
S39,창동,2,삼각산동,1,11.5
S39,창동,3,수유1동 -> 삼각산동,2,12.22
S39,창동,4,상계3·4동,1,10.13
S39,창동,5,삼양동,1,9.85
S39,창동,6,수유1동,1,9.72
S39,창동,7,도봉1동,1,9.14
S39,창동,8,상계1동,1,9.06
S39,창동,9,상계1동,1,9.06
S39,창동,10,인수동,1,8.74
S39,창동,11,중계본동,1,8.56
S39,창동,12,우이동,1,8.14
S39,창동,13,미아동,1,7.89
S39,창동,14,하계1동,1,7.84
S39,창동,15,번2동 -> 삼양동 -> 미아동,3,11.3
S39,창동,16,중계4동,1,7.32
S39,창동,17,도봉2동,1,7.17
S39,창동,18,상계5동,1,6.73
S39,창동,19,방학1동,1,3.67
S39,창동,20,상계9동,1,6.67
S39,창동,21,쌍문1동,1,6.57
S39,창동,22,하계2동,1,6.54
S39,창동,23,중계1동,1,5.94
S39,창동,24,수유2동,1,5.82
S39,창동,25,수유3동,1,5.64
S39,창동,26,수유3동 -> 인수동,2,8.96
S39,창동,27,방학3동,1,5.5
S39,창동,28,방학3동 -> 우이동 -> 쌍문1동 -> 수유2동,4,10.62
S39,창동,29,방학2동,1,5.37
S39,창동,30,번1동,1,5.34
S39,창동,31,월계2동,1,5.24
S39,창동,32,하계1동 -> 하계2동 -> 월계2동,3,9.5
S39,창동,33,중계2·3동,1,5.23
S39,창동,34,중계2·3동,1,5.23
S39,창동,35,상계10동,1,4.97
S39,창동,36,상계8동,1,4.9
S39,창동,37,창5동 -> 도봉2동,2,7.72
S39,창동,38,번1동 -> 창3동,2,6.21
S39,창동,39,상계2동,1,4.36
S39,창동,40,상계6·7동,1,4.28
S39,창동,41,상계6·7동,1,4.28
S39,창동,42,중계본동 -> 중계1동,2,8.56
S39,창동,43,창2동,1,3.93
S39,창동,44,창1동 -> 창2동,2,3.93
S39,창동,45,방학1동,1,3.67
S39,창동,46,상계8동 -> 상계1동 -> 상계10동 -> 상계2동,4,11.07
S39,창동,47,쌍문4동,1,3.6
S39,창동,48,쌍문3동,1,3.59
S39,창동,49,쌍문2동,1,2.29
S39,창동,50,창5동,1,1.67
S39,창동,51,창1동,1,1.65
S39,창동,52,창4동,1,1.46
S39,창동,53,상계6·7동 -> 상계3·4동 -> 상계5동 -> 상계9동,4,12.97
S39,총신대입구,1,낙성대동,1,8.15
S39,총신대입구,2,청림동,1,7.16
S39,총신대입구,3,행운동,1,7.14
S39,총신대입구,4,행운동,1,7.14
S39,총신대입구,5,반포2동,1,6.19
S39,총신대입구,6,인헌동,1,6.05
S39,총신대입구,7,반포본동 -> 반포2동 -> 반포4동,3,7.58
S39,총신대입구,8,반포4동,1,5.21
S39,총신대입구,9,인헌동 -> 행운동,2,8.5
S39,총신대입구,10,방배3동,1,5.1
S39,총신대입구,11,낙성대동 -> 사당5동,2,8.63
S39,총신대입구,12,방배2동,1,3.95
S39,총신대입구,13,방배2동 -> 방배3동,2,5.25
S39,총신대입구,14,사당3동,1,3.44
S39,총신대입구,15,방배본동 -> 방배1동,2,4.33
S39,총신대입구,16,방배1동,1,3.29
S39,총신대입구,17,사당4동,1,3.19
S39,총신대입구,18,사당2동,1,2.82
S39,총신대입구,19,사당2동,1,2.82
S39,총신대입구,20,사당1동,1,2.53
S39,총신대입구,21,사당1동,1,2.53
S39,총신대입구,22,방배본동,1,2.49
S39,총신대입구,23,사당3동,1,3.44
S39,총신대입구,24,방배4동,1,2.14
S39,총신대입구,25,방배4동,1,2.14
S39,충정로,1,남가좌2동,1,11.28
S39,충정로,2,연희동,1,9.46
S39,충정로,3,연희동,1,9.46
S39,충정로,4,연희동 -> 남가좌2동 -> 남가좌1동,3,12.43
S39,충정로,5,대흥동,1,4.67
S39,충정로,6,대흥동,1,4.67
S39,충정로,7,아현동,1,2.89
S39,충정로,8,아현동,1,2.89
S39,충정로,9,아현동 -> 대흥동,2,5.43
S39,충정로,10,충현동,1,2.42
S39,충정로,11,충현동,1,2.42
S39,충정로,12,북아현동,1,1.79
S39,구로,1,수색동,1,21.61
S39,구로,2,증산동 -> 수색동,2,23.17
S39,구로,3,상암동,1,18.94
S39,구로,4,상암동,1,18.94
S39,구로,5,상암동,1,18.94
S39,구로,6,성산2동,1,17.93
S39,구로,7,성산2동,1,17.93
S39,구로,8,성산2동,1,17.93
S39,구로,9,연남동,1,16.94
S39,구로,10,북가좌1동 -> 연남동,2,20.6
S39,구로,11,성산1동,1,16.56
S39,구로,12,망원2동,1,16.19
S39,구로,13,서교동,1,14.75
S39,구로,14,서교동,1,14.75
S39,구로,15,서교동,1,14.75
S39,구로,16,서교동,1,14.75
S39,구로,17,서교동,1,14.75
S39,구로,18,망원1동,1,14.74
S39,구로,19,망원1동 -> 성산1동,2,17.63
S39,구로,20,합정동,1,12.47
S39,구로,21,합정동 -> 망원2동,2,16.19
S39,구로,22,양평2동,1,10.65
S39,구로,23,양평2동,1,10.65
S39,구로,24,신대방2동,1,9.68
S39,구로,25,신대방2동 -> 신길6동,2,9.6
S39,구로,26,당산2동,1,8.34
S39,구로,27,당산2동,1,8.34
S39,구로,28,당산2동,1,8.34
S39,구로,29,개봉3동,1,8.22
S39,구로,30,신길6동,1,7.03
S39,구로,31,신도림동 -> 당산2동 -> 영등포동 -> 영등포본동,4,11.08
S39,구로,32,영등포동,1,6.77
S39,구로,33,영등포동,1,6.77
S39,구로,34,영등포동,1,6.77
S39,구로,35,영등포동,1,6.77
S39,구로,36,개봉2동,1,6.51
S39,구로,37,양평1동,1,6.33
S39,구로,38,양평1동,1,6.33
S39,구로,39,구로4동 -> 대림1동,2,6.76
S39,구로,40,대림2동,1,6.17
S39,구로,41,영등포본동,1,6.14
S39,구로,42,신길5동 -> 구로1동,2,9.42
S39,구로,43,당산1동,1,5.69
S39,구로,44,당산1동,1,5.69
S39,구로,45,신길3동,1,5.51
S39,구로,46,구로1동,1,4.88
S39,구로,47,대림3동,1,4.27
S39,구로,48,구로5동 -> 대림3동,2,4.39
S39,구로,49,도림동,1,4.09
S39,구로,50,구로4동,1,3.86
S39,구로,51,문래동,1,3.84
S39,구로,52,문래동,1,3.84
S39,구로,53,문래동,1,3.84
S39,구로,54,고척1동,1,3.77
S39,구로,55,개봉3동 -> 개봉2동 -> 고척1동,3,8.54
S39,구로,56,구로2동,1,2.43
S39,구로,57,구로2동,1,2.43
S39,구로,58,구로5동,1,2.09
S39,구로,59,구로5동,1,2.09
S39,구로,60,신도림동,1,1.58
S39,구로,61,신도림동,1,1.58
S39,구로,62,신도림동,1,1.58
S39,구로,63,신길4동,1,6.92
S39,대방,1,신수동,1,10.14
S39,대방,2,서강동,1,10.06
S39,대방,3,서강동,1,10.06
S39,대방,4,신수동 -> 서강동,2,11.1
S39,대방,5,상도1동,1,8.9
S39,대방,6,상도1동,1,8.9
S39,대방,7,상도1동,1,8.9
S39,대방,8,용강동,1,8.85
S39,대방,9,용강동,1,8.85
S39,대방,10,상도4동,1,8.44
S39,대방,11,상도4동,1,8.44
S39,대방,12,상도4동,1,8.44
S39,대방,13,흑석동,1,7.71
S39,대방,14,흑석동,1,7.71
S39,대방,15,상도2동,1,7.04
S39,대방,16,상도3동,1,6.89
S39,대방,17,노량진2동,1,5.97
S39,대방,18,노량진1동,1,5.55
S39,대방,19,노량진1동,1,5.55
S39,대방,20,노량진1동,1,5.55
S39,대방,21,노량진1동 -> 노량진2동 -> 대방동,3,7.67
S39,대방,22,여의동,1,4.15
S39,대방,23,여의동,1,4.15
S39,대방,24,여의동,1,4.15
S39,대방,25,여의동,1,4.15
S39,대방,26,여의동,1,4.15
S39,대방,27,신길7동,1,3.73
S39,대방,28,대방동,1,3.67
S39,대방,29,대방동,1,3.67
S39,대방,30,상도3동 -> 상도4동 -> 상도2동,3,9.2
S39,대방,31,신길1동,1,3.46
S39,대방,32,신길1동 -> 신길7동,2,4.46
S39,독산,1,남현동,1,22.46
S39,독산,2,성현동,1,14.28
S39,독산,3,청룡동 -> 서원동,2,13.26
S39,독산,4,중앙동,1,13.85
S39,독산,5,청룡동,1,12.76
S39,독산,6,청룡동,1,12.76
S39,독산,7,청룡동,1,12.76
S39,독산,8,보라매동,1,12.25
S39,독산,9,남현동 -> 보라매동 -> 신림동,3,23.75
S39,독산,10,대학동,1,12.12
S39,독산,11,대학동,1,12.12
S39,독산,12,은천동,1,11.96
S39,독산,13,은천동,1,11.96
S39,독산,14,삼성동 -> 시흥2동,2,12.12
S39,독산,15,서림동,1,11.92
S39,독산,16,서원동,1,10.59
S39,독산,17,은천동 -> 성현동 -> 중앙동,3,14.95
S39,독산,18,신림동,1,9.91
S39,독산,19,신림동,1,9.91
S39,독산,20,난향동,1,9.58
S39,독산,21,신원동,1,8.56
S39,독산,22,신사동,1,7.97
S39,독산,23,신대방1동 -> 서림동,2,13.74
S39,독산,24,시흥2동,1,7.81
S39,독산,25,난곡동,1,7.72
S39,독산,26,신대방1동,1,7.68
S39,독산,27,신사동 -> 대학동,2,13.81
S39,독산,28,시흥3동,1,7.64
S39,독산,29,시흥5동,1,6.47
S39,독산,30,미성동,1,6.2
S39,독산,31,미성동 -> 난곡동,2,7.85
S39,독산,32,조원동,1,5.83
S39,독산,33,구로3동,1,5.03
S39,독산,34,구로3동,1,5.03
S39,독산,35,구로3동,1,5.03
S39,독산,36,구로3동 -> 조원동,2,6.84
S39,독산,37,시흥1동,1,4.79
S39,독산,38,시흥1동,1,4.79
S39,독산,39,가산동,1,4.45
S39,독산,40,가산동,1,4.45
S39,독산,41,가산동,1,4.45
S39,독산,42,가산동,1,4.45
S39,독산,43,가산동,1,4.45
S39,독산,44,가산동,1,4.45
S39,독산,45,가산동,1,4.45
S39,독산,46,가산동,1,4.45
S39,독산,47,가산동 -> 가리봉동,2,5.87
S39,독산,48,독산3동,1,4.39
S39,독산,49,독산3동 -> 신원동,2,8.59
S39,독산,50,시흥4동,1,4.33
S39,독산,51,독산4동,1,3.02
S39,독산,52,독산2동,1,2.71
S39,독산,53,독산1동,1,1.02
S39,독산,54,독산1동,1,1.02
S39,독산,55,독산1동,1,1.02
S39,독산,56,독산1동,1,1.02
S39,신이문,1,송천동,1,10.16
S39,신이문,2,장위1동 -> 길음2동 -> 송천동,3,11.33
S39,신이문,3,공릉2동,1,10.06
S39,신이문,4,공릉2동,1,10.06
S39,신이문,5,공릉2동,1,10.06
S39,신이문,6,면목3·8동,1,9.87
S39,신이문,7,망우본동,1,9.65
S39,신이문,8,망우본동,1,9.65
S39,신이문,9,신내1동,1,9.38
S39,신이문,10,신내1동,1,9.38
S39,신이문,11,길음2동,1,9.19
S39,신이문,12,길음2동,1,9.19
S39,신이문,13,면목3·8동 -> 망우3동,2,10.81
S39,신이문,14,신내2동 -> 묵2동,2,9.25
S39,신이문,15,면목7동,1,8.93
S39,신이문,16,송중동,1,8.85
S39,신이문,17,송중동,1,8.85
S39,신이문,18,월곡1동,1,7.59
S39,신이문,19,월곡1동,1,7.59
S39,신이문,20,면목본동,1,7.59
S39,신이문,21,면목본동,1,7.59
S39,신이문,22,월계3동,1,7.37
S39,신이문,23,월계1동 -> 월곡2동,2,8.37
S39,신이문,24,신내1동 -> 번3동,2,14.41
S39,신이문,25,묵1동,1,6.6
S39,신이문,26,묵1동,1,6.6
S39,신이문,27,공릉1동,1,6.49
S39,신이문,28,공릉1동,1,6.49
S39,신이문,29,공릉1동 -> 묵1동 -> 망우본동 -> 상봉1동,4,13.64
S39,신이문,30,면목5동,1,6.48
S39,신이문,31,장위1동,1,6.03
S39,신이문,32,면목2동,1,5.9
S39,신이문,33,월곡2동,1,5.9
S39,신이문,34,공릉2동 -> 월계3동,2,12.29
S39,신이문,35,상봉2동,1,5.59
S39,신이문,36,상봉2동,1,5.59
S39,신이문,37,상봉1동,1,5.41
S39,신이문,38,상봉1동,1,5.41
S39,신이문,39,월계1동,1,5.4
S39,신이문,40,묵2동,1,5.17
S39,신이문,41,장위3동,1,4.98
S39,신이문,42,회기동,1,4.5
S39,신이문,43,중화1동 -> 면목7동,2,10.16
S39,신이문,44,장위2동,1,4.15
S39,신이문,45,휘경2동,1,3.85
S39,신이문,46,중화2동,1,3.06
S39,신이문,47,중화2동 -> 휘경2동,2,5.52
S39,신이문,48,휘경1동,1,2.86
